OBS_ID	X	Y	Depth	LAYER	OBS_VALUE	DATO	SIM_VALUE_INTP	SIM_VALUE_CELL	ME	ME^2	#DRY_CELLS	#BOUNDARY_CELLS	COLUMN	ROW	COMMENT
194.771_1	721279	6191684	13.3681058883667	1	7.66	12-05-2007	14.4521475289536	14.3770351409912	-6.79214752895355	46.1332680550699	0	0	212	313	
194.802_1	721255	6191056.73	12.1300954818726	1	14.8	15-05-2007	14.7611501624782	14.4792003631592	0.0388498375218269	0.00150930987547235	0	0	212	312	
194.808_1	721257.26	6191057.02	12.1300954818726	1	13.39	17-05-2007	14.7619705299413	14.4792003631592	-1.37197052994133	1.8823031350275	0	0	212	312	
197.492_1	646837	6172949	11.1885933876038	1	7.3	23-05-2007	12.5648157101161	11.0200443267822	-5.26481571011606	27.7182844614849	1	0	63	275	
197.493_1	647050	6172885	12.0625619888306	1	8	24-05-2007	13.7633794570638	14.4687204360962	-5.76337945706377	33.2165427661047	1	0	64	275	
197.494_1	647196	6172752	12.0625619888306	1	7.1	25-05-2007	14.4637214077336	14.4687204360962	-7.36372140773362	54.2243929707144	1	0	64	275	
201.4277_1	725691	6178425	2.25181186199188	1	0.7	22-09-2007	2.30445210447311	2.55247354507446	-1.60445210447311	2.5742665555482	0	0	221	286	
201.4374_3	720969.88	6181523.1	4.17429637908936	1	14.9	27-09-2007	19.8709346413327	22.3149356842041	-4.9709346413327	24.7101912084015	0	0	211	293	
205.348_1	675833	6163717	11.9058589935303	1	41.0083	14-03-2008	45.1824965748444	44.7657241821289	-4.17419657484436	17.4239170454424	0	0	121	257	
205.561_1	663342	6157867	6.30345153808594	1	26.5	20-03-2008	31.0475030413208	30.6631908416748	-4.5475030413208	20.6797839108219	0	0	96	245	
205.646_1	674589	6166881	5.45348930358887	1	45.2	21-03-2008	44.7609281914215	44.868724822998	0.439071808578497	0.192784053088392	0	0	119	263	
216.701_1	671594	6136271	3.1653995513916	1	17.7	15-04-2009	16.9148962137146	16.8490543365479	0.785103786285401	0.616387955239672	0	0	113	202	
216.702_1	671619	6136297	3.1653995513916	1	17.1	16-04-2009	17.287935286087	16.8490543365479	-0.187935286087036	0.0353196717566162	0	0	113	202	
221.1098_1	679023.3	6118143.15	3.7633855342865	1	6.86	10-06-2009	9.3662669573063	9.71260261535645	-2.5062669573063	6.28137406128538	0	0	128	166	
221.1099_1	679048.29	6118143.63	3.7633855342865	1	7.16	11-06-2009	9.411477381499	9.71260261535645	-2.251477381499	5.06915039940159	0	0	128	166	
225.186_1	676867	6108074	2.92148351669312	1	-1.2	14-06-2009	0.244848559474981	0.553169429302216	-1.44484855947498	2.08758735981693	0	1	123	146	
186.408_1	685834	6207498	3.79690361022949	1	7.18	06-08-2009	7.00222640127563	6.67693138122559	0.177773598724365	0.0316034524034117	0	0	141	344	
186.815_1	685454	6207470	2.8979332447052	1	6.59	08-09-2009	7.42355408721924	7.08230018615723	-0.833554087219238	0.694812416319898	0	0	140	344	
186.817_1	685202	6207682	2.88066840171814	1	6.52	10-09-2009	8.17090309777832	8.17234420776367	-1.65090309777832	2.72548103825405	0	0	140	345	
186.820_1	684912	6207279	2.75226092338562	1	7.06	11-09-2009	8.70004558467102	9.43732643127441	-1.64004558467102	2.68974951979891	0	0	139	344	
186.844_1	691338.3	6214373.12	1.88518667221069	1	10.8833	14-09-2009	12.5043633164535	12.594877243042	-1.6210633164535	2.62784627595123	1	0	152	358	
186.848_1	691435.6	6214361.9	1.88518667221069	1	14.0017	18-09-2009	12.3737609206311	12.594877243042	1.62793907936891	2.65018564613649	1	0	152	358	
186.861_3	685232	6207414	2.8979332447052	1	5	22-09-2009	7.51332951678467	7.08230018615723	-2.51332951678467	6.31682525994105	0	0	140	344	
186.862_1	685313	6207466	2.8979332447052	1	5.5	23-09-2009	7.51031694650269	7.08230018615723	-2.01031694650269	4.04137422539588	0	0	140	344	
186.862_2	685313	6207466	2.8979332447052	1	5.6	24-09-2009	7.51031694650269	7.08230018615723	-1.91031694650269	3.64931083609535	0	0	140	344	
186.863_2	685276	6207514	2.88066840171814	1	3.9	26-09-2009	7.64089748760986	8.17234420776367	-3.74089748760986	13.9943140128058	0	0	140	345	
186.864_3	685158	6207562	2.88066840171814	1	5	29-09-2009	8.0860716739502	8.17234420776367	-3.0860716739502	9.52383837675776	0	0	140	345	
187.1409_1	705094	6217716	5.857008934021	1	24.48	01-11-2009	20.7870148716431	16.3733501434326	3.69298512835693	13.6381391582655	0	0	180	365	
187.1429_1	706745	6204623	2.35116195678711	1	41.8	05-11-2009	-1.00000001800251E-35	-1.00000001800251E-35	41.8	1747.24	0	0	183	339	
187.1431_1	706767	6204626	2.35116195678711	1	42.3	06-11-2009	-1.00000001800251E-35	-1.00000001800251E-35	42.3	1789.29	0	0	183	339	
188.1042_1	724879	6215868	3.17796349525452	1	1.6	04-12-2009	3.84425474204278	4.41762781143188	-2.24425474204278	5.03667934718151	2	0	219	361	
188.1043_1	724949	6215943	3.17796349525452	1	1.3	05-12-2009	2.2226993160829	4.41762781143188	-0.922699316082903	0.851374027899857	2	0	219	361	
188.1044_1	724746	6215836	3.17796349525452	1	2.5	06-12-2009	4.41762781143188	4.41762781143188	-1.91762781143188	3.67729642317704	3	0	219	361	
188.1046_1	724823	6215811	3.17796349525452	1	1.4	07-12-2009	4.34433814437824	4.41762781143188	-2.94433814437824	8.66912710844069	2	0	219	361	
188.1048_1	724882	6215941	3.17796349525452	1	1.4	08-12-2009	3.38628731343372	4.41762781143188	-1.98628731343372	3.94533729150775	2	0	219	361	
188.1051_1	725077	6215721	2.32940363883972	1	0.9	11-12-2009	-0.150898923244476	-2.48713541030884	1.05089892324448	1.1043885468764	0	0	220	361	
188.1053_1	724954	6215847	3.17796349525452	1	2.18	13-12-2009	2.51134593606909	4.41762781143188	-0.331345936069091	0.109790129349502	2	0	219	361	
188.1055_1	724788	6216012	1.72680854797363	1	1.1	15-12-2009	-1.00000001800251E-35	-1.00000001800251E-35	1.1	1.21	0	0	219	362	
188.1074_1	722456	6214388	0.862510681152344	1	48.1	22-12-2009	-1.00000001800251E-35	-1.00000001800251E-35	48.1	2313.61	0	0	214	358	
188.1090_1	722678	6214292	2.97892570495605	1	43.8	01-01-2010	-1.00000001800251E-35	-1.00000001800251E-35	43.8	1918.44	0	0	215	358	
188.1091_1	722688	6214279	2.97892570495605	1	43.9	02-01-2010	-1.00000001800251E-35	-1.00000001800251E-35	43.9	1927.21	0	0	215	358	
188.1092_1	722697	6214289	2.97892570495605	1	43.6	03-01-2010	-1.00000001800251E-35	-1.00000001800251E-35	43.6	1900.96	0	0	215	358	
190.79_1	650658	6188525	9.47602939605713	1	34.4	14-03-2010	-1.00000001800251E-35	-1.00000001800251E-35	34.4	1183.36	0	0	71	307	
193.2012_1	710705.15	6199066.11	4.34953498840332	1	37.57	18-10-2010	50.3629808309511	50.1142349243164	-12.7929808309511	163.660358541083	0	0	191	328	
193.2097_1	706613.7	6192881	1.89764404296875	1	36.98	08-11-2010	43.5576749029611	43.751594543457	-6.57767490296109	43.2658071290441	1	0	183	315	
193.2116_1	707427.7	6196921	3.11176490783691	1	36.69	15-11-2010	35.2358857206879	35.2955055236816	1.45411427931213	2.11444833729943	0	0	184	323	
193.2117_1	707135.7	6196766.4	3.11176490783691	1	36.7817	16-11-2010	35.5209612088195	35.2955055236816	1.26073879118051	1.58946229958729	0	0	184	323	
194.750_1	721015.47	6191634.13	13.3681058883667	1	12.04	05-02-2011	14.8003206635386	14.3770351409912	-2.76032066353859	7.61937016555812	0	0	212	313	
194.752_1	721543.06	6191373.07	9.72762966156006	1	12.95	07-02-2011	14.5987316601077	14.4031820297241	-1.64873166010766	2.71831608704137	0	0	213	312	
194.753_1	721327.55	6191426.5	12.1300954818726	1	13.05	08-02-2011	14.5031609308925	14.4792003631592	-1.4531609308925	2.11167669107236	0	0	212	312	
194.904_3	720038.87	6191737.61	13.0916076898575	1	17.17	13-02-2011	15.6407543931132	15.6846141815186	1.52924560688678	2.33859212618252	0	0	210	313	
194.906_1	721381.81	6191783.86	13.3681058883667	1	12.15	15-02-2011	14.5101344694392	14.3770351409912	-2.36013446943924	5.57023471383526	0	0	212	313	
194.908_1	721130.33	6191078.2	12.1300954818726	1	14.06	17-02-2011	14.8412155168595	14.4792003631592	-0.781215516859525	0.610297683782095	0	0	212	312	
