OBS_ID	X	Y	Z	LAYER	ME	ME^2
200.4698_1	706264.14	6183484.32	-15.2014899253845	3	0.117548540451242	0.0138176593622173	
200.4727_1	716020.08	6184909.44	12.8212498426437	3	5.99301764221128	35.9162604598557	
200.4805_1	717887	6188090	2.44936180114746	3	3.70693223510742	13.7413465956785	
200.4806_1	717902.19	6188089.96	2.44936180114746	3	3.73071922902368	13.918265965807	
200.4807_1	717887	6188104	2.44936180114746	3	3.73138633309937	13.9232439668407	
200.4816_2	716873.82	6185087.86	0.62322473526001	3	3.11099418502093	9.67828481923403	
200.4816_3	716873.82	6185087.86	0.62322473526001	3	3.11349418502093	9.69384604015914	
200.4817_2	716920.17	6184679	12.6860325932503	3	4.05742007169295	16.4626576381768	
200.4817_3	716920.17	6184679	12.6860325932503	3	4.05992007169295	16.4829509885353	
200.4818_1	717555.82	6187983.04	3.93924331665039	3	3.58439230748764	12.8478682139766	
200.4818_2	717555.82	6187983.04	3.93924331665039	3	3.56439230748764	12.7048925216771	
200.4818_3	717555.82	6187983.04	3.93924331665039	3	3.57439230748764	12.7762803678268	
200.4877_1	707830.83	6179130.59	12.4900126457214	3	6.22931069079841	38.8043116824954	
200.4902_1	709788	6184520	-5.16919326782227	3	1.24251187866211	1.54383576861644	
200.4925_1	703088	6174623	23.4815063476563	3	1.29520202636719	1.67754828910567	
200.4942_1	703853	6185994	-0.343295574188232	3	-2.15800005921936	4.65696425559076	
200.4967_1	717778.17	6184135.95	16.4573810100555	3	5.80894089556676	33.743794328188	
200.4967_2	717778.17	6184135.95	16.4573810100555	3	10.0289408955668	100.579655486771	
200.4976_2	700832	6185264.14	8.88438367843628	3	0.824529154692264	0.67984832693754	
200.5026_1	716800.15	6184252.78	12.2870984077454	3	4.20363395538892	17.6705384308987	
200.5027_1	716762.52	6184666.59	12.6860325932503	3	4.13404471381998	17.0903256958629	
200.5028_1	716981.22	6184886.09	12.6860325932503	3	4.08337115880511	16.6739200205614	
200.5032_1	717547.67	6188011.5	2.44936180114746	3	3.62437379402001	13.136085398779	
200.5042_1	711108	6181359	17.5845198631287	3	14.92	222.6064	
200.5083_1	708342.42	6184953.21	1.56329929828644	3	-0.395443828228881	0.156375821284313	
200.5089_1	712668	6175149	13.8095769882202	3	14.06	197.6836	
200.5100_1	712528	6175874	13.5382843017578	3	13.995	195.860025	
200.5105_1	701814	6181657.84	-10.8301386833191	3	-2.44263557024408	5.96646852902163	
200.5115_1	712976	6185218	-4.1984748840332	3	2.36715565603638	5.60342589990501	
200.5117_1	716837.09	6184743.02	12.6860325932503	3	4.07891379045147	16.6375377099352	
200.5117_2	716837.09	6184743.02	12.6860325932503	3	4.10891379045147	16.8831725373623	
200.5118_1	716775.24	6184728.09	12.6860325932503	3	3.93198611593515	15.4605148159068	
200.5118_2	716775.24	6184728.09	12.6860325932503	3	4.03198611593515	16.2569120390938	
200.5119_2	700617	6185227	8.88438367843628	3	-1.12203061353302	1.25895269770529	
200.5120_2	700539	6185195	8.88438367843628	3	-1.31620369197845	1.73239215877772	
200.5122_1	716567.68	6183929.04	13.2949461936951	3	4.56874204340473	20.873403859174	
200.5123_1	716576.66	6183915.89	13.2949461936951	3	4.55970590239191	20.7909179163076	
200.5124_1	716599.3	6183934.56	13.2949461936951	3	4.57154158389198	20.8989924532536	
200.5125_1	716591.61	6183898.55	13.2949461936951	3	4.44600499403488	19.7669604069831	
200.5126_1	716540.51	6183940.98	13.2949461936951	3	4.60397699029718	21.1966041271859	
200.5127_1	716555.1	6183897.44	13.2949461936951	3	4.35747236095129	18.9875653764544	
200.5133_2	700539	6185278	8.88438367843628	3	-1.5463636602478	2.39124056973498	
200.5134_3	700710	6185255	8.88438367843628	3	1.35921682815552	1.84747038594115	
200.5135_2	700693	6185164	8.88438367843628	3	-0.522567975280761	0.273077288789035	
200.5136_2	700517	6185149	8.88438367843628	3	-0.912637686912538	0.832907547573067	
200.5139_1	712303	6176122	13.4383521080017	3	13.7	187.69	
200.5145_2	707155	6174820	12.0160298347473	3	3.81613034915924	14.5628508417742	
200.5146_1	716858.87	6184722.1	12.6860325932503	3	4.02027385759442	16.1626018900571	
200.5180_1	712969.57	6185221.07	-4.1984748840332	3	1.49037724539894	2.22122433360292	
200.5181_1	712045	6173851	7.00598955154419	3	9.4967	90.18731089	
200.5182_1	712025	6173898	7.00598955154419	3	9.7667	95.38842889	
200.5183_1	712015	6173847	7.00598955154419	3	9.5367	90.94864689	
200.5196_1	709406.35	6186458.48	-7.79841804504395	3	-0.0947192258562968	0.00897173174681616	
200.5197_1	709266.38	6186793.63	-1.57611083984375	3	1.09311383558394	1.19489785754503	
200.5199_1	708297.53	6187735.28	1.42407989501953	3	1.28641336400605	1.65485934309336	
200.5207_1	716792	6180013	-2.92745113372803	3	-0.329939845962524	0.108860301953774	
200.5208_1	716296.54	6184605.59	12.8212498426437	3	3.60712556928693	13.0113548726035	
200.5216_1	717008	6176264	5.30649971961975	3	5.03114725794815	25.3124427311592	
200.5218_1	714798.83	6175518.29	8.88594532012939	3	12.7	161.29	
200.5219_1	714763.94	6175562.02	8.88594532012939	3	12.6	158.76	
200.5220_1	714807.2	6175597.42	8.88594532012939	3	12.8	163.84	
200.5250_2	716351	6181173	9.90185976028442	3	0.495421207649231	0.245442172988623	
200.5259_1	710055	6175111	12.0753712654114	3	13.4	179.56	
200.5260_1	710069	6175143	12.0753712654114	3	12.9	166.41	
200.5264_1	710805.8	6186982.8	-1.52995109558105	3	0.892869771202818	0.797216428327773	
200.5268_1	710829.37	6186996.08	-1.52995109558105	3	1.21662678614407	1.48018073676326	
200.5282_1	710065.09	6182864.21	10.7303495407104	3	8.44530679454429	71.323206853976	
200.5289_1	700797	6185569	11.6704306602478	3	2.64879416342163	7.0161105201765	
200.5289_2	700797	6185569	11.6704306602478	3	3.84379416342163	14.7747535707542	
200.5290_2	700788	6185581	11.6704306602478	3	1.17435435064697	1.37910814088347	
200.5290_3	700788	6185581	11.6704306602478	3	2.99435435064697	8.96615797723845	
200.5291_2	700772	6185580	11.6704306602478	3	1.18497094848633	1.40415614875659	
200.5291_3	700772	6185580	11.6704306602478	3	3.96497094848633	15.7209946223406	
200.5292_2	700777	6185562	11.6704306602478	3	1.15992301852417	1.34542140890222	
200.5292_3	700777	6185562	11.6704306602478	3	3.61992301852417	13.1038426600411	
200.5293_1	700884	6185796	11.6704306602478	3	0.300310118225099	0.0901861671083727	
200.5293_2	700884	6185796	11.6704306602478	3	1.9103101182251	3.64928474779319	
200.5294_1	700791	6185568	11.6704306602478	3	1.00965916677857	1.01941163305999	
200.5294_2	700791	6185568	11.6704306602478	3	2.57465916677856	6.62886982507689	
200.5295_2	700798	6185556	11.6704306602478	3	0.970221719421387	0.941330184836992	
200.5295_3	700798	6185556	11.6704306602478	3	2.35522171942139	5.54706934763423	
200.5296_1	700786	6185550	11.6704306602478	3	0.949435606384277	0.90142797067028	
200.5296_2	700786	6185550	11.6704306602478	3	3.47943560638428	12.1064721389747	
200.5303_1	700779	6185573	11.6704306602478	3	1.03402456033325	1.06920679137238	
200.5303_2	700779	6185573	11.6704306602478	3	3.74402456033325	14.0177199083786	
200.5304_1	700779	6185577	11.6704306602478	3	3.93628316824341	15.4943251805964	
200.5305_2	700798	6185545	11.6704306602478	3	1.18065054748535	1.39393571527746	
200.5305_3	700798	6185545	11.6704306602478	3	2.95065054748535	8.7063386533756	
200.5316_1	703736	6184748	7.74458146095276	3	-1.14164370825195	1.30335035659127	
200.5316_2	703736	6184748	7.74458146095276	3	-1.14164370825195	1.30335035659127	
200.5317_2	703758	6184680	7.74458146095276	3	1.42560927230835	2.03236179729154	
200.5330_1	713481.53	6181111.33	12.3016419410706	3	5.77975176894179	33.4055305105857	
200.5331_1	713498.19	6181106.96	12.3016419410706	3	5.7491925403324	33.0532148658137	
200.5332_1	713465.65	6181049.44	12.3016419410706	3	5.77189155902636	33.3147321691597	
200.5333_1	713457.74	6181090.99	12.3016419410706	3	6.08936857141415	37.0804095985264	
200.5334_1	713482.09	6181027.56	12.3016419410706	3	5.829977702296	33.9886400092685	
200.5395_1	713435	6181037	12.3016419410706	3	1.77581740419388	3.15352745303788	
200.5398_1	707852	6185681.9	1.48373317718506	3	-8.65214333282115	74.8595842516815	
200.5399_1	708773.52	6183954.28	8.10086512565613	3	3.89717074791752	15.187939838424	
200.5400_1	713336.4	6184290.86	4.36921948194504	3	4.76194815430423	22.6761502242814	
200.5493_2	710663	6181534	19.7643480300903	3	12.5	156.25	
200.5498_1	716867	6179975	-1.96426057815552	3	-4.68967512798309	21.9930528060232	
200.5500_1	717755	6184121	16.4573810100555	3	4.90356886137009	24.0449875781983	
200.5505_1	709659.89	6185603.17	-18.7251958847046	3	5.68436658674282	32.3120234924783	
200.5529_2	700893	6185534	11.6704306602478	3	0.365210587249756	0.133378773039311	
200.5530_1	700926	6185536	11.6704306602478	3	0.455831594665527	0.207782442695318	
200.5530_2	700926	6185536	11.6704306602478	3	3.04583159466553	9.27709010306275	
200.5531_2	700917	6185517	11.6704306602478	3	0.474677616302492	0.225318839418615	
200.5541_1	700926	6185531	11.6704306602478	3	3.00312986523438	9.01878898746264	
200.687B_1	701731	6183111	-13.9218473434448	3	-0.897230013097762	0.805021696403411	
200.702_1	700541	6183149	-19.9213619232178	3	-2.36178165380669	5.57801258025785	
200.723_1	700444	6182990	-19.1369514465332	3	-2.37042889831543	5.6189331619689	
200.735_1	699481	6183059	-10.3775415420532	3	-1.74600751200676	3.04854223198404	
201.3689_1	722574.35	6185173.2	-3.54001045227051	3	3.63701947001507	13.2279106252687	
201.3746_1	721338	6180766	-12.8290138244629	3	2.83889070184326	8.05930041701213	
201.3757_1	719819.76	6187001.88	7.35712432861328	3	4.98984737720463	24.8985768477959	
201.3760_1	720924.86	6188470.33	11.5375928878784	3	4.02488017020748	16.1996603845294	
201.3760_2	720924.86	6188470.33	11.5375928878784	3	3.33488017020748	11.121425749643	
201.3788_1	718492.95	6181688.78	6.62869970500469	3	6.48349664554794	42.0357287528315	
201.3795_1	718871.21	6182793.8	11.0606039762497	3	7.49380312763128	56.1570853156964	
201.3795_2	718871.21	6182793.8	11.0606039762497	3	6.11710312763128	37.4189506740764	
201.3796_1	718239.13	6182396.41	12.3715992942452	3	6.60175995763256	43.5832345382007	
201.3796_2	718239.13	6182396.41	12.3715992942452	3	6.61325995763256	43.7352072672262	
201.3797_2	719410.55	6182526.25	15.6217255592346	3	8.41065752025847	70.7391599230803	
201.3797_3	719410.55	6182526.25	15.6217255592346	3	14.7306575202585	216.992270979147	
201.3819_1	720931.81	6188489.27	11.5375928878784	3	3.71274328622884	13.7844627094373	
201.3821_3	721438	6178076	-5.00410127639771	3	-5.25521122631836	27.6172450332225	
201.3823_2	722565	6178031	-2.96565437316895	3	-1.36440180608749	1.86159228845482	
201.3854_1	722032	6177326	-2.74948787689209	3	-5.37780302882385	28.920765416827	
201.3873_1	720881.13	6186131.09	4.87929564714432	3	6.57883196844137	43.2810300689862	
201.3880_1	718555.19	6181780.88	9.95706534385681	3	6.60478654516303	43.6232053071666	
201.3933_2	722567	6178037	-2.96565437316895	3	-2.96507823228073	8.79168892354502	
201.3934_1	722190	6179047	-5.69954824447632	3	-3.93515393005371	15.4854364532172	
201.4760_3	721435	6178066	-5.00410127639771	3	-3.15051832214355	9.92576569816224	
201.5117_1	720480.05	6187006.61	14.4449744224548	3	1.59151939258679	2.53293397697982	
201.5117_2	720480.05	6187006.61	14.4449744224548	3	1.59151939258679	2.53293397697982	
201.5137_1	719339.11	6185060.4	5.59533405303955	3	6.81498851108311	46.4440684061948	
201.5140_1	724330.5	6174613.52	-5.40511608123779	3	-3.65984160858819	13.3944405999534	
201.5141_1	724330.26	6174626.02	-5.40511608123779	3	-4.25195053290661	18.0790833342848	
201.5142_1	724195	6174510.84	-5.40511608123779	3	-2.33491994663731	5.45185115720477	
201.5143_1	724170.01	6174510.34	-5.40511608123779	3	-2.14834163157961	4.61537176597815	
201.5144_1	724170.5	6174485.35	-7.21754813194275	3	-2.37143776722298	5.62371708381149	
201.5145_1	724195.5	6174485.84	-7.21754813194275	3	-2.90843759128555	8.45900922240292	
201.5146_1	719757.31	6184786.17	8.8525562286377	3	7.08531071393189	50.201627912958	
201.5148_1	719002.38	6181977.56	17.9714865684509	3	7.12121657194585	50.7117254645563	
201.5153_1	718966.64	6182164.51	16.0544295310974	3	6.98411142604005	48.7778124113432	
201.5154_1	718983.68	6182094.67	16.0544295310974	3	6.41069924923566	41.0970648641506	
201.5161_1	725902	6174272	-7.76746845245361	3	-4.7169975128212	22.2500655359614	
201.5162_1	725937	6174415	-7.76746845245361	3	-4.52726379864693	20.496117502539	
201.5175_1	722458	6180924	-6.2620849609375	3	4.23053074874878	17.8973904161089	
201.5192_1	719091.07	6182004.67	23.0219526290894	3	7.33601060773525	53.8170516368041	
201.5204_2	725010.47	6175001.98	-5.63641691207886	3	-1.51441924987804	2.29346566440118	
201.5206_2	725010.47	6175001.98	-5.63641691207886	3	-1.54441924987804	2.38523081939386	
201.5210_1	718975.03	6182135.02	16.0544295310974	3	7.2912152409104	53.1618196892841	
201.5210_2	718975.03	6182135.02	16.0544295310974	3	7.2912152409104	53.1618196892841	
201.5210_3	718975.03	6182135.02	16.0544295310974	3	7.3412152409104	53.8934412133751	
201.5210_4	718975.03	6182135.02	16.0544295310974	3	7.3712152409104	54.3348141278297	
201.5211_1	718969.21	6182126.18	16.0544295310974	3	7.35884075433163	54.1525372476122	
201.5211_2	718969.21	6182126.18	16.0544295310974	3	7.25884075433163	52.6907690967458	
201.5211_3	718969.21	6182126.18	16.0544295310974	3	7.67884075433163	58.9645953303844	
201.5211_4	718969.21	6182126.18	16.0544295310974	3	17.3288407543316	300.288721888985	
201.5231_2	723009.39	6175037.61	-0.619510591030121	3	-2.86092138099505	8.18487114823463	
201.5274_1	723992	6185152	-0.13885498046875	3	-1.73545058243561	3.01178872407609	
201.5275_1	724050	6185120	-0.60929536819458	3	-1.78827436637878	3.19792520944744	
201.5276_1	724179.17	6184956.95	-1.24640083312988	3	-1.64681439997769	2.71199766797389	
201.5277_1	724126.1	6185170.31	-0.60929536819458	3	-1.69031303896064	2.85715816968036	
201.5278_1	724125.14	6185170.06	-0.60929536819458	3	-1.80584157623577	3.26106379846169	
201.5279_1	724148	6185103	-0.60929536819458	3	-1.81846914839554	3.3068300436664	
201.5280_1	724148	6185102	-0.60929536819458	3	-1.81812909510803	3.30559340647835	
201.5281_1	724058	6185126	-0.60929536819458	3	-1.7849154128418	3.1859230310002	
201.5282_1	724058	6185126	-0.60929536819458	3	-1.6849154128418	2.83893994843184	
201.5284_1	724275.44	6185177.25	-0.60929536819458	3	-1.88814587180816	3.56509483322619	
201.5285_1	724301.19	6185045.42	-0.60929536819458	3	-1.86596487520382	3.48182491549441	
201.5286_1	724300.16	6185045.23	-0.60929536819458	3	-1.92217619955947	3.69476134215289	
201.5291_1	724083	6185141	-0.60929536819458	3	-1.77341948130226	3.14501665666238	
201.5293_2	718468.05	6182308.04	12.3715992942452	3	6.67265326619252	44.5243016108297	
201.5307_1	724132.1	6185263.35	-0.60929536819458	3	-2.58012401146509	6.65703991453871	
201.5308_1	724132.1	6185263.35	-0.60929536819458	3	-2.48012401146509	6.15101511224569	
201.5310_1	724132.1	6185263.35	-0.60929536819458	3	-2.48012401146509	6.15101511224569	
201.5326_1	722180.08	6183821.84	-0.56548547744751	3	1.29264551989358	1.67093244010096	
201.5327_1	722189.35	6183810.68	-0.56548547744751	3	1.45922789504585	2.12934604967994	
201.5327_2	722189.35	6183810.68	-0.56548547744751	3	1.45922789504585	2.12934604967994	
201.5346_1	719884.73	6184886.68	8.8525562286377	3	7.22000047162903	52.1284068103234	
201.5346_2	719884.73	6184886.68	8.8525562286377	3	7.21000047162903	51.9841068008909	
201.5348_1	719815.26	6184863.04	8.8525562286377	3	7.00503318868025	49.0704899745118	
201.5348_2	719815.26	6184863.04	8.8525562286377	3	7.02503318868025	49.351091302059	
201.5373_1	721077.54	6181547.19	-5.87842988967896	3	1.19866861232644	1.4368064421766	
201.5376_1	724596.5	6185517.48	-1.4660210609436	3	-2.32788886796225	5.41906658158259	
201.5377_1	724609.66	6185521.31	-1.4660210609436	3	-1.84089599794115	3.38889807523575	
201.5378_1	724612.92	6185513.76	-1.4660210609436	3	-4.18690793784303	17.530198079973	
201.5385_1	724323.74	6185348.46	-0.60929536819458	3	-2.0405512176845	4.16384927199368	
201.5419_1	719673.13	6182830.13	17.6464655697346	3	8.28006657524385	68.5595024904705	
201.5420_1	719859.93	6184862.8	8.8525562286377	3	7.08068858189857	50.1361507938288	
201.5421_1	719864.29	6184853.46	8.8525562286377	3	9.36852152935047	87.7691956459032	
201.5421_2	719864.29	6184853.46	8.8525562286377	3	7.13852152935046	50.9584896250001	
201.5422_1	719760	6184841	8.8525562286377	3	8.5703153566742	73.4503053128455	
201.5423_1	719831.55	6184790.48	8.8525562286377	3	7.2798812397193	52.996670864417	
201.5423_2	719831.55	6184790.48	8.8525562286377	3	7.2848812397193	53.0694946768142	
201.5425_1	719832.57	6184741.42	8.8525562286377	3	7.32657190249151	53.6786558423781	
201.5426_1	719798.27	6184741.14	8.8525562286377	3	6.85725691812204	47.0219724411326	
201.5427_1	719861.68	6184846.86	8.8525562286377	3	9.36569782448951	87.7162957396476	
201.5428_1	719685.23	6184708.47	8.8525562286377	3	7.25941114736719	52.699050206519	
201.5429_1	719625.45	6184823.75	8.8525562286377	3	7.11859572189829	50.6744050518287	
201.5430_1	719961.94	6184694.9	8.8525562286377	3	9.48971843271095	90.0547559321339	
201.5431_1	719646.44	6184846.96	8.8525562286377	3	7.87895220332398	62.0778878222638	
201.5447_1	718398.38	6188571.35	0.612442016601563	3	5.85227783590558	34.2491558686317	
201.5448_1	718395.9	6188570.44	0.612442016601563	3	1.08988833339583	1.18785657927234	
201.5449_1	718385.99	6188584.66	0.612442016601563	3	3.91172615633297	15.3016015221395	
201.5544_1	719739.06	6182726.46	17.6464655697346	3	8.6191331310936	74.2894559315153	
201.5545_1	719829.34	6182832.22	17.6464655697346	3	8.45557860331167	71.4968095167821	
201.5673_1	719809.24	6182778.82	17.6464655697346	3	8.61276710235684	74.1797571594403	
201.5686_1	720036.67	6182653.02	12.8431322574615	3	8.75550136827935	76.6588042099415	
201.5693_1	720067.4	6182732.13	12.8431322574615	3	8.52910225604538	72.7455852940784	
201.5694_1	722192.09	6183822.77	-0.56548547744751	3	1.36884356122126	1.8737326950969	
201.5699_1	719917.7	6182614.62	17.6464655697346	3	8.8070906395995	77.5648455341211	
201.5704_1	720179.4	6182490.19	10.091705083847	3	8.74352758364529	76.449274605966	
201.5706_1	722298.86	6183532.53	-0.56548547744751	3	1.57436684809784	2.47863097238954	
201.5706_2	722298.86	6183532.53	-0.56548547744751	3	1.50936684809784	2.27818828213682	
201.5707_1	722319.39	6183514.46	-0.56548547744751	3	1.53559491142676	2.35805173199976	
201.5708_1	722248.08	6183519.07	-0.56548547744751	3	1.36030042676732	1.85041725106336	
201.5718_1	719891.03	6182697.09	17.6464655697346	3	8.67337528122124	75.2274387688997	
201.5743_1	719953	6182994	17.6464655697346	3	9.65842614459229	93.2851955905438	
201.5745_1	719993.18	6182786.54	17.6464655697346	3	8.61748093000469	74.2609775789945	
201.5763_1	724462	6185218	-0.60929536819458	3	-2.03983632730103	4.16093224217694	
201.5871_1	720643.1	6176529.7	-3.30445730686188	3	-10.526024987156	110.797202030232	
201.5872_1	720598.2	6176523.8	-3.30445730686188	3	-6.85050443669566	46.9294110371869	
201.5874_1	720668.8	6176557.5	-3.30445730686188	3	-7.00594896574212	49.0833209105831	
201.5876_1	720668.8	6176557.5	-3.30445730686188	3	-10.5609489657421	111.53364305701	
201.5885_1	727026	6174697	-5.06302261352539	3	-2.18374648020935	4.76874868982673	
201.5886_1	727158	6174821	-5.06302261352539	3	-2.18452126289368	4.77213314803458	
201.5896_1	718345.96	6182104.38	12.3715992942452	3	6.19733319344402	38.4069387105631	
201.5898_1	728245.85	6174366.96	-6.31856846809387	3	-2.11829473927843	4.48717260245467	
201.5899_1	728265.27	6174346.34	-6.31856846809387	3	-1.01033204947229	1.02077085019089	
201.5901_1	728272.82	6174318.47	-6.31856846809387	3	-2.12008717496231	4.49476962943968	
201.5903_1	728065.42	6174486.45	-6.31856846809387	3	-2.33410338506397	5.44803861216707	
201.5905_1	728263.06	6174306.27	-6.31856846809387	3	-1.6422119156809	2.69685997600433	
201.5931_1	728499.13	6173851.75	-5.96391105651855	3	-2.53061448720723	6.40400968286311	
201.5932_1	722952.33	6183611	-2.90559434890747	3	1.24407611369817	1.54772537667434	
201.5933_1	722992.33	6183583.84	-2.90559434890747	3	1.19739661951617	1.43375866442876	
201.5934_1	725839.87	6178417.1	-7.79170918464661	3	-7.73560959798253	59.8396558523995	
201.5935_1	722215.1	6178990.6	-5.5757999420166	3	-4.29354116585821	18.4344957429191	
201.5935_2	722215.1	6178990.6	-5.5757999420166	3	-4.40854116585821	19.4352352110664	
201.5936_1	723688	6183058	-8.53717708587646	3	-2.52623606230164	6.38186864247327	
201.5957_1	725841	6178489	-7.79170918464661	3	-4.31327149048519	18.6043109506323	
201.6006_1	720829	6177370	-0.595740795135498	3	-10.5935280967712	112.222837537082	
201.6019_1	722954	6178212	-2.96565437316895	3	-1.44951596717834	2.10109653910497	
201.6079_1	721854.99	6179002.01	-6.37755012512207	3	-11.081075074148	122.790224798905	
201.6080_1	721849.01	6179031	-6.37755012512207	3	-10.3996431055032	108.15257672184	
201.6081_1	721847	6179024.01	-6.37755012512207	3	-12.2981917254451	151.245519715807	
201.6082_1	721849.99	6179012.01	-6.37755012512207	3	-14.3900635070725	207.073927737579	
201.6099_1	721638	6179023.01	-6.37755012512207	3	-10.8935242822725	118.668871288462	
201.6100_1	721627.99	6179020.01	-6.37755012512207	3	-10.9021033287206	118.8558569901	
201.6101_1	721632	6178864.01	-5.13820648193359	3	-13.0287811594223	169.749138500117	
201.6102_1	721635.99	6178865.99	-5.13820648193359	3	-11.0257306978162	121.566737420768	
201.6103_1	721659.01	6178854.01	-5.13820648193359	3	-11.3977377372339	129.908425526765	
201.6104_1	721661.01	6178845.02	-5.13820648193359	3	-13.491780277024	182.028135043494	
201.6116_1	722925	6178265	-2.96565437316895	3	-2.29524234199524	5.26813740848779	
201.6116_2	722925	6178265	-2.96565437316895	3	-1.53524234199524	2.35696904865503	
201.6116_3	722925	6178265	-2.96565437316895	3	-1.55524234199524	2.41877874233484	
201.6117_1	722907	6178223	-2.96565437316895	3	-2.14522622284889	4.60199554719853	
201.6118_2	722888	6178191	-2.96565437316895	3	-2.25119500665665	5.06787895799582	
201.6118_3	722888	6178191	-2.96565437316895	3	-2.31119500665665	5.34162235879462	
201.6161_1	718785.84	6183186.24	11.5832834243774	3	7.52371126192138	56.6062311527627	
201.6162_1	718769.86	6183201.83	11.5832834243774	3	7.8261379460469	61.2484351505551	
201.6163_1	718752.85	6183212.71	11.5832834243774	3	7.55063675186526	57.0121153586184	
201.6182_1	725232.08	6176521.02	-7.36677932739258	3	-2.0441689382257	4.17862664800677	
201.6183_2	725471.13	6176529.6	-7.36677932739258	3	-1.5393873010911	2.36971326276053	
201.6188_1	725877	6174444	-7.76746845245361	3	-2.21652788897324	4.91299588259615	
201.6237_1	720000.9	6179015.7	-0.815473556518555	3	3.2912313221976	10.8322036162146	
201.6250_1	724326	6185342	-0.60929536819458	3	-1.22230975097656	1.49404112733239	
201.6511_1	723456	6176553	-1.60601234436035	3	-3.64467577297592	13.2836614901176	
201.6511_2	723456	6176553	-1.60601234436035	3	-3.69467577297592	13.6506290674152	
201.6520_1	723421	6176398	-0.46017062664032	3	-1.78765949186707	3.19572645886241	
201.6534_1	725558	6176465	-4.1218638420105	3	-1.7874309810371	3.19490951197123	
201.6646_1	721044	6176059	2.30369472503662	3	2.76452298605347	7.64258734041798	
201.6707_1	718140	6182672	13.2192803919315	3	7.59663929115296	57.7089285198889	
201.6707_2	718140	6182672	13.2192803919315	3	5.58463929115296	31.1881960122894	
204.142_1	646732	6171858	-3.52304792404175	3	-4.17316103875732	17.4152730554021	
204.257_1	654866.44	6168294.78	11.9222440719604	3	20.8074421980243	432.949650824124	
204.31B_1	651504	6170383.73	-2.13334465026855	3	11.3067202218293	127.841922174725	
204.332_1	644678	6169285	-4.9241669178009	3	1.46957440814972	2.1596489410886	
204.348_1	646198	6172043	-4.35107517242432	3	-4.03083906247711	16.2476635475914	
204.38A_1	650161	6157450	25.7638139724731	3	7.65889319381714	58.6586449542985	
205.140_1	671172	6168193	11.7717490196228	3	5.00733489776611	25.0734027783864	
205.214_1	675797	6165760	23.9183511734009	3	6.28047961662293	39.4444242148161	
205.216_1	679100	6167535	32.5138683319092	3	5.27655358886719	27.8420177761872	
205.220_1	678214	6164388	28.7919673919678	3	5.16327364318848	26.6593947144448	
205.412_1	662930	6164869	4.05160546302795	3	-2.16676887634278	4.69488736348773	
205.433_1	680449	6170237	29.0229187011719	3	10.7799687636642	116.207726545577	
205.449_1	674964	6168483	15.1786236763	3	3.87599705404663	15.0233531629782	
205.45B_1	667879.4	6168766.5	21.0630235671997	3	4.09199856989287	16.7444522960053	
205.463_1	667396	6166541.4	3.47907471656799	3	-0.201472796819992	0.0405912878584698	
205.508_1	673869	6162173	12.6512351036072	3	1.97088369740295	3.88438254868874	
205.557_1	680715	6167453	42.3802032470703	3	7.3892155244552	54.6005060668497	
206.1046_1	683565	6164095	23.1971139907837	3	-2.84604185028076	8.09995421354955	
206.1065_1	699152	6171391	29.5667533874512	3	3.11748705706774	9.71872555098489	
206.1066_1	699231	6171418	29.5667533874512	3	3.75174953439736	14.0756245688508	
206.1067_1	699107	6171402	29.5667533874512	3	2.71386829061644	7.36508109881339	
206.1068_1	692770.45	6167255.1	25.999888420105	3	-0.0384083864539164	0.00147520414999339	
206.1123_2	698795.88	6167870.11	37.2701930999756	3	-6.9831199561699	48.7639643222584	
206.1124_1	698781.69	6167879.11	37.2701930999756	3	17.9271459081188	321.382560410979	
206.1182_1	696318.1	6169294.37	33.9958019256592	3	-0.400344079512379	0.160275382000614	
206.1186_1	696027.94	6170512.64	35.501763343811	3	0.13676101547064	0.0187035753525606	
206.1201_1	694074.44	6169631	29.3494882583618	3	0.656699982021294	0.431254866386768	
206.1248_1	696155.33	6172497.79	22.6512670516968	3	1.7665073220187	3.12054811874569	
206.1282_1	696740.43	6168008.84	33.6462411880493	3	-0.758185472604652	0.574845210868739	
206.1464_1	699146	6171331	29.5667533874512	3	2.32554835322759	5.40817514319957	
206.1465_1	699181.89	6171389.39	29.5667533874512	3	2.42413739354536	5.8764421027849	
206.1486_1	686281	6164889	10.8432116508484	3	6.18629115608215	38.2701982678203	
206.1608_1	682156.2	6169600.4	22.9762620925903	3	14.3329356913863	205.433045533416	
206.1608_2	682156.2	6169600.4	22.9762620925903	3	14.4404356913863	208.526182957064	
206.1608_3	682156.2	6169600.4	22.9762620925903	3	14.6004356913863	213.172722378308	
206.1609_3	680907	6168061	32.6437368392944	3	11.9608681091156	143.062365923659	
206.1609_4	680907	6168061	32.6437368392944	3	11.9082681091156	141.80684935858	
206.1619_1	689355.85	6168102.51	20.2003235816956	3	8.87554711346715	78.775336563375	
206.1620_1	689386.15	6168257.65	20.2003235816956	3	8.85621310674654	78.4325105921093	
206.1624_1	692468	6169125	25.9812421798706	3	2.0428951625824	4.17342064530256	
206.1626_1	692527	6169338	24.9976787567139	3	1.92069591265869	3.6890727889038	
206.1631_1	683387	6171028	17.3142423629761	3	2.89215624381256	8.36456773862398	
206.1632_1	683387	6171029	17.3142423629761	3	2.93382928020096	8.60735424536447	
